method,solver,degree,alpha,generalization,score
LogisticRegression,saga,2,0.31622776601683794,,0.8909274193548388
LogisticRegression,saga,3,0.31622776601683794,,0.9036290322580646
LogisticRegression,saga,4,0.31622776601683794,,0.8846774193548388
LogisticRegression,saga,1,0.17782794100389226,l1,0.8649193548387096
LogisticRegression,saga,2,0.17782794100389226,l1,0.896975806451613
LogisticRegression,saga,3,0.17782794100389226,l1,0.9165322580645162
LogisticRegression,saga,4,0.17782794100389226,l1,0.878225806451613
LogisticRegression,saga,1,0.17782794100389226,l2,0.8713709677419355
LogisticRegression,saga,2,0.17782794100389226,l2,0.8973790322580646
LogisticRegression,saga,3,0.17782794100389226,l2,0.9038306451612904
LogisticRegression,saga,4,0.17782794100389226,l2,0.8846774193548388
LogisticRegression,saga,1,0.17782794100389226,,0.8713709677419356
LogisticRegression,saga,2,0.17782794100389226,,0.8909274193548388
LogisticRegression,saga,3,0.17782794100389226,,0.9036290322580646
LogisticRegression,saga,4,0.17782794100389226,,0.8846774193548388
LogisticRegression,saga,1,0.1,l1,0.8649193548387096
LogisticRegression,saga,2,0.1,l1,0.890725806451613
LogisticRegression,saga,3,0.1,l1,0.9165322580645162
LogisticRegression,saga,4,0.1,l1,0.878225806451613
LogisticRegression,saga,1,0.1,l2,0.8649193548387096
LogisticRegression,saga,2,0.1,l2,0.8909274193548388
LogisticRegression,saga,3,0.1,l2,0.9038306451612904
LogisticRegression,saga,4,0.1,l2,0.8846774193548388
LogisticRegression,saga,1,0.1,,0.8713709677419356
LogisticRegression,saga,2,0.1,,0.8909274193548388
LogisticRegression,saga,3,0.1,,0.9036290322580646
LogisticRegression,saga,4,0.1,,0.8846774193548388
LogisticRegression,saga,1,0.056234132519034905,l1,0.8713709677419356
LogisticRegression,saga,2,0.056234132519034905,l1,0.890725806451613
LogisticRegression,saga,3,0.056234132519034905,l1,0.9165322580645162
LogisticRegression,saga,4,0.056234132519034905,l1,0.8846774193548388
LogisticRegression,saga,1,0.056234132519034905,l2,0.8649193548387096
LogisticRegression,saga,2,0.056234132519034905,l2,0.8909274193548388
LogisticRegression,saga,3,0.056234132519034905,l2,0.9036290322580646
LogisticRegression,saga,4,0.056234132519034905,l2,0.8846774193548388
LogisticRegression,saga,1,0.056234132519034905,,0.8713709677419356
LogisticRegression,saga,2,0.056234132519034905,,0.8909274193548388
LogisticRegression,saga,3,0.056234132519034905,,0.9036290322580646
LogisticRegression,saga,4,0.056234132519034905,,0.8846774193548388
LogisticRegression,saga,1,0.03162277660168379,l1,0.8713709677419356
LogisticRegression,saga,2,0.03162277660168379,l1,0.8909274193548388
LogisticRegression,saga,3,0.03162277660168379,l1,0.9165322580645162
LogisticRegression,saga,4,0.03162277660168379,l1,0.8846774193548388
LogisticRegression,saga,1,0.03162277660168379,l2,0.8713709677419356
LogisticRegression,saga,2,0.03162277660168379,l2,0.8909274193548388
LogisticRegression,saga,3,0.03162277660168379,l2,0.9036290322580646
LogisticRegression,saga,4,0.03162277660168379,l2,0.8846774193548388
LogisticRegression,saga,1,0.03162277660168379,,0.8713709677419356
LogisticRegression,saga,2,0.03162277660168379,,0.8909274193548388
LogisticRegression,saga,3,0.03162277660168379,,0.9036290322580646
LogisticRegression,saga,4,0.03162277660168379,,0.8846774193548388
LogisticRegression,saga,1,0.01778279410038923,l1,0.8713709677419356
LogisticRegression,saga,2,0.01778279410038923,l1,0.8909274193548388
LogisticRegression,saga,3,0.01778279410038923,l1,0.9165322580645162
LogisticRegression,saga,4,0.01778279410038923,l1,0.8846774193548388
LogisticRegression,saga,1,0.01778279410038923,l2,0.8713709677419356
LogisticRegression,saga,2,0.01778279410038923,l2,0.8909274193548388
LogisticRegression,saga,3,0.01778279410038923,l2,0.9036290322580646
LogisticRegression,saga,4,0.01778279410038923,l2,0.8846774193548388
LogisticRegression,saga,1,0.01778279410038923,,0.8713709677419356
LogisticRegression,saga,2,0.01778279410038923,,0.8909274193548388
LogisticRegression,saga,3,0.01778279410038923,,0.9036290322580646
LogisticRegression,saga,4,0.01778279410038923,,0.8846774193548388
LogisticRegression,saga,1,0.01,l1,0.8713709677419356
LogisticRegression,saga,2,0.01,l1,0.8909274193548388
LogisticRegression,saga,3,0.01,l1,0.8973790322580646
LogisticRegression,saga,4,0.01,l1,0.8846774193548388
LogisticRegression,saga,1,0.01,l2,0.8713709677419356
LogisticRegression,saga,2,0.01,l2,0.8909274193548388
LogisticRegression,saga,3,0.01,l2,0.9036290322580646
LogisticRegression,saga,4,0.01,l2,0.8846774193548388
LogisticRegression,saga,1,0.01,,0.8713709677419356
LogisticRegression,saga,2,0.01,,0.8909274193548388
LogisticRegression,saga,3,0.01,,0.9036290322580646
LogisticRegression,saga,4,0.01,,0.8846774193548388
