kernel,C,gamma,degree,coef0,train_accuracy,val_accuracy,train_val_gap
poly,4.6415888336127775,auto,3.0,0.0,0.75,0.6397849462365591,0.11021505376344087
poly,4.6415888336127775,auto,3.0,1.0,0.8130630630630631,0.6505376344086021,0.16252542865446096
poly,10.0,scale,3.0,0.0,0.7702702702702703,0.6397849462365591,0.13048532403371116
poly,10.0,scale,3.0,1.0,0.8265765765765766,0.6397849462365591,0.18679163034001744
poly,10.0,auto,3.0,0.0,0.7702702702702703,0.6397849462365591,0.13048532403371116
poly,10.0,auto,3.0,1.0,0.8265765765765766,0.6397849462365591,0.18679163034001744
poly,21.54434690031882,scale,3.0,0.0,0.7815315315315315,0.6612903225806451,0.12024120895088641
poly,21.54434690031882,scale,3.0,1.0,0.8209459459459459,0.6505376344086021,0.17040831153734382
poly,21.54434690031882,auto,3.0,0.0,0.7815315315315315,0.6612903225806451,0.12024120895088641
poly,21.54434690031882,auto,3.0,1.0,0.8209459459459459,0.6505376344086021,0.17040831153734382
poly,46.41588833612777,scale,3.0,0.0,0.7916666666666666,0.6774193548387096,0.114247311827957
poly,46.41588833612777,scale,3.0,1.0,0.7747747747747747,0.6612903225806451,0.11348445219412961
poly,46.41588833612777,auto,3.0,0.0,0.7916666666666666,0.6774193548387096,0.114247311827957
poly,46.41588833612777,auto,3.0,1.0,0.7747747747747747,0.6612903225806451,0.11348445219412961
poly,100.0,scale,3.0,0.0,0.7826576576576577,0.6397849462365591,0.14287271142109859
poly,100.0,scale,3.0,1.0,0.7207207207207207,0.6989247311827957,0.021795989537924942
poly,100.0,auto,3.0,0.0,0.7826576576576577,0.6397849462365591,0.14287271142109859
poly,100.0,auto,3.0,1.0,0.7207207207207207,0.6989247311827957,0.021795989537924942
poly,215.44346900318823,scale,3.0,0.0,0.706081081081081,0.6397849462365591,0.0662961348445219
poly,215.44346900318823,scale,3.0,1.0,0.6182432432432432,0.6505376344086021,-0.03229439116535893
poly,215.44346900318823,auto,3.0,0.0,0.706081081081081,0.6397849462365591,0.0662961348445219
poly,215.44346900318823,auto,3.0,1.0,0.6182432432432432,0.6505376344086021,-0.03229439116535893
poly,464.1588833612773,scale,3.0,0.0,0.6362612612612613,0.5268817204301075,0.10937954083115375
poly,464.1588833612773,scale,3.0,1.0,0.5957207207207207,0.5967741935483871,-0.0010534728276664351
poly,464.1588833612773,auto,3.0,0.0,0.6362612612612613,0.5268817204301075,0.10937954083115375
poly,464.1588833612773,auto,3.0,1.0,0.5957207207207207,0.5967741935483871,-0.0010534728276664351
poly,1000.0,scale,3.0,0.0,0.5957207207207207,0.543010752688172,0.05270996803254868
poly,1000.0,scale,3.0,1.0,0.625,0.6827956989247311,-0.05779569892473113
poly,1000.0,auto,3.0,0.0,0.5957207207207207,0.543010752688172,0.05270996803254868
poly,1000.0,auto,3.0,1.0,0.625,0.6827956989247311,-0.05779569892473113
